"Titulo","Precio","URL"
"Reloj Smartwatch Y9 You + Auriculares Inalambrico F9-5 Combo","12.900","https://articulo.mercadolibre.com.ar/MLA-1147695203-reloj-smartwatch-y9-you-auriculares-inalambrico-f9-5-combo-_JM#position=19&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Fk88 Micrófono Bluetooth","17.328","https://articulo.mercadolibre.com.ar/MLA-1130107746-smartwatch-reloj-inteligente-fk88-microfono-bluetooth-_JM#position=20&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Apple Watch Series 7 (GPS  45mm) - Caja de aluminio color azul - Correa deportiva azul abismo","248.806","https://www.mercadolibre.com.ar/apple-watch-series-7-gps-45mm-caja-de-aluminio-color-azul-correa-deportiva-azul-abismo/p/MLA18577715?pdp_filters=category:MLA352679#searchVariation=MLA18577715&position=3&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Dt N0.1 Dt101 Deportivo Gps","29.46725","https://articulo.mercadolibre.com.ar/MLA-1341128449-smartwatch-reloj-inteligente-dt-n01-dt101-deportivo-gps-_JM#position=21&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Inteligente Smartwatch Serie 7 Pro Para Ios   Android","13.199","https://articulo.mercadolibre.com.ar/MLA-1114477289-reloj-inteligente-smartwatch-serie-7-pro-para-ios-android-_JM#position=22&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Apple Watch Series 7 (GPS  45mm) - Caja de aluminio color azul medianoche - Correa deportiva azul medianoche","219.999","https://www.mercadolibre.com.ar/apple-watch-series-7-gps-45mm-caja-de-aluminio-color-azul-medianoche-correa-deportiva-azul-medianoche/p/MLA18577718?pdp_filters=category:MLA352679#searchVariation=MLA18577718&position=4&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Jd Andes Negro 1.32  Spo2 Cta-*","25.299","https://articulo.mercadolibre.com.ar/MLA-1367677171-smartwatch-reloj-inteligente-jd-andes-negro-132-spo2-cta--_JM#position=23&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Domiwear Dm28 Wifi Gps ","57.800","https://articulo.mercadolibre.com.ar/MLA-1127846017-smartwatch-domiwear-dm28-wifi-gps-_JM#position=24&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Smartwatch W26+ Plus Con Bluetooth Llamada Msj Novedad","7.5885","https://www.mercadolibre.com.ar/reloj-smartwatch-w26-plus-con-bluetooth-llamada-msj-novedad/p/MLA23590762?pdp_filters=category:MLA352679#searchVariation=MLA23590762&position=5&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Blanco T500+plus Con Malla De Silicona Deportivo","10.099","https://articulo.mercadolibre.com.ar/MLA-1348131188-smartwatch-blanco-t500plus-con-malla-de-silicona-deportivo-_JM#position=25&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Jd Andina Azul 1.28  Spo2 -*","19.999","https://articulo.mercadolibre.com.ar/MLA-1156352095-smartwatch-reloj-inteligente-jd-andina-azul-128-spo2--_JM#position=26&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Fk78 Doble Malla Cntl Llamadas Tensiometro ","16.73910","https://articulo.mercadolibre.com.ar/MLA-1141245742-smartwatch-reloj-fk78-doble-malla-cntl-llamadas-tensiometro-_JM#position=27&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Smartwatch Hw67 Pro Max Control Glucosa Asistente Voz","14.39910","https://articulo.mercadolibre.com.ar/MLA-1363133297-reloj-smartwatch-hw67-pro-max-control-glucosa-asistente-voz-_JM#position=28&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Inteligente Smartwatch I8 Bluetooth Android Ios Sport","11.860","https://www.mercadolibre.com.ar/reloj-inteligente-smartwatch-i8-bluetooth-android-ios-sport/p/MLA23561289?pdp_filters=category:MLA352679#searchVariation=MLA23561289&position=6&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj W26+ Plus 1.75 Para Android iPhone Xiaomi","8.31739","https://articulo.mercadolibre.com.ar/MLA-1337688122-smartwatch-reloj-w26-plus-175-para-android-iphone-xiaomi-_JM#position=29&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Smartwatch X7 Presión Cardiaca Deporte Notificaciones","4.997","https://articulo.mercadolibre.com.ar/MLA-934969741-reloj-smartwatch-x7-presion-cardiaca-deporte-notificaciones-_JM#position=30&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Smart Bracelet D20 Reloj Inteligente Y68 ","2.999","https://articulo.mercadolibre.com.ar/MLA-1167891560-smartwatch-smart-bracelet-d20-reloj-inteligente-y68-_JM#position=31&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Amazfit Basic Bip U 1.43"" caja de  policarbonato  black  malla  black de  goma de silicona A2017","35.000","https://www.mercadolibre.com.ar/smartwatch-amazfit-basic-bip-u-143-caja-de-policarbonato-black-malla-black-de-goma-de-silicona-a2017/p/MLA16649900?pdp_filters=category:MLA352679#searchVariation=MLA16649900&position=7&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Xiaomi Imilab Kw66 1.28 Reloj Inteligente Cuota-*","27.199","https://articulo.mercadolibre.com.ar/MLA-928069279-smartwatch-xiaomi-imilab-kw66-128-reloj-inteligente-cuota--_JM#position=32&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch W26+ Plus Con Bluetooth Llamadas Msj Android Ios","10.999","https://articulo.mercadolibre.com.ar/MLA-1159018006-smartwatch-w26-plus-con-bluetooth-llamadas-msj-android-ios-_JM#position=33&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch X-view Quantum Q1 Llamadas Notificacion Presion","19.79910","https://articulo.mercadolibre.com.ar/MLA-1367258909-smartwatch-x-view-quantum-q1-llamadas-notificacion-presion-_JM#position=34&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente U98 Plus Musica Llamadas Unisex","33.99115","https://articulo.mercadolibre.com.ar/MLA-1132284204-smartwatch-reloj-inteligente-u98-plus-musica-llamadas-unisex-_JM#position=35&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Inteligente Smartband Noga Ng-sb01","3.199","https://articulo.mercadolibre.com.ar/MLA-868292162-reloj-inteligente-smartband-noga-ng-sb01-_JM#position=36&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj U98 Plus Musica Llamadas Termometro Presion","17.248","https://articulo.mercadolibre.com.ar/MLA-1138735268-smartwatch-reloj-u98-plus-musica-llamadas-termometro-presion-_JM#position=37&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Marca Jd Modelo Paris Lite Color Rosa  Pantalla 1.1 Pulgadas Con Bisel Dorado Y Malla De Silicona Rosa. Ip67  Medidor De Frecuencia Cardíaca Y Spo2","17.69111","https://www.mercadolibre.com.ar/smartwatch-reloj-inteligente-marca-jd-modelo-paris-lite-color-rosa-pantalla-11-pulgadas-con-bisel-dorado-y-malla-de-silicona-rosa-ip67-medidor-de-frecuencia-cardiaca-y-spo2/p/MLA23011851?pdp_filters=category:MLA352679#searchVariation=MLA23011851&position=8&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Apple Watch Series 8 Gps - Caja De Aluminio Medianoche 45mm ","251.57940","https://articulo.mercadolibre.com.ar/MLA-1400997474-apple-watch-series-8-gps-caja-de-aluminio-medianoche-45mm-_JM#position=38&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente W17 Pro Llamadas Oximetro","17.248","https://articulo.mercadolibre.com.ar/MLA-1141716015-smartwatch-reloj-inteligente-w17-pro-llamadas-oximetro-_JM#position=39&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Deportivo Llamadas Gps Mensaje","31.86725","https://articulo.mercadolibre.com.ar/MLA-886371185-smartwatch-reloj-inteligente-deportivo-llamadas-gps-mensaje-_JM#position=40&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Bluetooth Reloj Inteligente D18 Pro New Deportivo","3.499","https://articulo.mercadolibre.com.ar/MLA-1423365252-smartwatch-bluetooth-reloj-inteligente-d18-pro-new-deportivo-_JM#position=41&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Haylou RS4 Plus 1.78"" caja de  metal  rose gold  malla  rosa de  metal y bisel  negro","29.999","https://www.mercadolibre.com.ar/smartwatch-haylou-rs4-plus-178-caja-de-metal-rose-gold-malla-rosa-de-metal-y-bisel-negro/p/MLA19561730?pdp_filters=category:MLA352679#searchVariation=MLA19561730&position=9&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Amazfit Sport T-Rex Pro 1.3"" caja 47.7mm de  policarbonato  desert grey  malla  desert grey de  silicona A2013","92.000","https://www.mercadolibre.com.ar/smartwatch-amazfit-sport-t-rex-pro-13-caja-477mm-de-policarbonato-desert-grey-malla-desert-grey-de-silicona-a2013/p/MLA18320321?pdp_filters=category:MLA352679#searchVariation=MLA18320321&position=10&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Apple Watch Series 7 (GPS  45mm) - Caja de aluminio color verde - Correa deportiva verde trébol","194.058","https://www.mercadolibre.com.ar/apple-watch-series-7-gps-45mm-caja-de-aluminio-color-verde-correa-deportiva-verde-trebol/p/MLA18577716?pdp_filters=category:MLA352679#searchVariation=MLA18577716&position=11&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smart Watch Band M4 Reloj Inteligente Smartband Bluetooth Ce","1.918","https://www.mercadolibre.com.ar/smart-watch-band-m4-reloj-inteligente-smartband-bluetooth-ce/p/MLA21461611?pdp_filters=category:MLA352679#searchVariation=MLA21461611&position=12&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Brazalete Reloj Inteligente Aitech Smart Band","2.9455","https://articulo.mercadolibre.com.ar/MLA-1363113793-brazalete-reloj-inteligente-aitech-smart-band-_JM#position=42&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Colmi P8 Plus 1.69"" caja de  aleación de zinc  pink  malla  pink de  silicona","13.999","https://www.mercadolibre.com.ar/smartwatch-colmi-p8-plus-169-caja-de-aleacion-de-zinc-pink-malla-pink-de-silicona/p/MLA18582028?pdp_filters=category:MLA352679#searchVariation=MLA18582028&position=13&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Reloj Inteligente Smartwatch P8 Presion Oximetro Negro","12.999","https://articulo.mercadolibre.com.ar/MLA-1141434939-reloj-inteligente-smartwatch-p8-presion-oximetro-negro-_JM#position=43&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Dt4+ Llamadas Gps Android Ios","48.51725","https://articulo.mercadolibre.com.ar/MLA-1118135298-smartwatch-reloj-inteligente-dt4-llamadas-gps-android-ios-_JM#position=44&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Krypton Deportes Llamadas Bt Notificacion Salud","19.499","https://www.mercadolibre.com.ar/smartwatch-krypton-deportes-llamadas-bt-notificacion-salud/p/MLA23355042?pdp_filters=category:MLA352679#searchVariation=MLA23355042&position=14&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smart Band Bluetooth Smartwatch Reloj Inteligente Y68","2.95713","https://articulo.mercadolibre.com.ar/MLA-1130385828-smart-band-bluetooth-smartwatch-reloj-inteligente-y68-_JM#position=45&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Amazfit Bip 3 Pro 1.69"" caja de  plástico  rosa  malla  pink de  silicona","43.999","https://www.mercadolibre.com.ar/smartwatch-amazfit-bip-3-pro-169-caja-de-plastico-rosa-malla-pink-de-silicona/p/MLA22530097?pdp_filters=category:MLA352679#searchVariation=MLA22530097&position=15&search_layout=stack&type=product&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch H6 Calorías Ritmo Cardíaco Reloj Inteligente Band","2.990","https://articulo.mercadolibre.com.ar/MLA-1373505021-smartwatch-h6-calorias-ritmo-cardiaco-reloj-inteligente-band-_JM#position=46&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartband  Reloj Inteligente  Noga Band Ng-sb01  Malla Negra","3.199","https://articulo.mercadolibre.com.ar/MLA-1133499886-smartband-reloj-inteligente-noga-band-ng-sb01-malla-negra-_JM#position=47&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj D3 Pro Llamadas Deporte Oxímetro Pulso","25.790","https://articulo.mercadolibre.com.ar/MLA-1130689537-smartwatch-reloj-d3-pro-llamadas-deporte-oximetro-pulso-_JM#position=48&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Bluetooth + Auriculares Lenovo","52.999","https://articulo.mercadolibre.com.ar/MLA-1130296937-smartwatch-reloj-inteligente-bluetooth-auriculares-lenovo-_JM#position=49&search_layout=stack&type=item&tracking_id=727de9a7-11b8-4745-8f2b-c1a0a3367ea0"
"Smartwatch Reloj Inteligente Bluetooth T500 Plus Malla 42mm","8.999","https://articulo.mercadolibre.com.ar/MLA-1372660913-smartwatch-reloj-inteligente-bluetooth-t500-plus-malla-42mm-_JM#position=16&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Xiaomi Redmi Watch 2 Lite 1.55 En Caja Negro","28.941","https://articulo.mercadolibre.com.ar/MLA-1309716095-smartwatch-xiaomi-redmi-watch-2-lite-155-en-caja-negro-_JM#position=17&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Mibro T1 Amoled 1.6'' Hd Llamadas Negro","24.99916","https://articulo.mercadolibre.com.ar/MLA-1370109129-smartwatch-mibro-t1-amoled-16-hd-llamadas-negro-_JM#position=18&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Inteligente Smartwatch Deportes Fitness Cardio Y68 D20","3.59910","https://articulo.mercadolibre.com.ar/MLA-1131783246-reloj-inteligente-smartwatch-deportes-fitness-cardio-y68-d20-_JM#position=19&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Amazfit Gtr 2 Sport Obsidian Negro Gps Sumergible","103.880","https://articulo.mercadolibre.com.ar/MLA-1229008698-smartwatch-amazfit-gtr-2-sport-obsidian-negro-gps-sumergible-_JM#position=20&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente T900 Pro Max L Para Android Ios","7.500","https://articulo.mercadolibre.com.ar/MLA-1368913353-smartwatch-reloj-inteligente-t900-pro-max-l-para-android-ios-_JM#position=21&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj T98 + Auriculares Bluetooth A6s In Ear","18.500","https://articulo.mercadolibre.com.ar/MLA-1147848460-smartwatch-reloj-t98-auriculares-bluetooth-a6s-in-ear-_JM#position=22&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Colmi P28 Rosa Android Ios Ips","83.985","https://articulo.mercadolibre.com.ar/MLA-1150806962-smartwatch-reloj-inteligente-colmi-p28-rosa-android-ios-ips-_JM#position=23&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Gps X29 Running Oxigeno Salud","22.400","https://articulo.mercadolibre.com.ar/MLA-1121998088-smartwatch-reloj-inteligente-gps-x29-running-oxigeno-salud-_JM#position=24&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Dt No.1 Dt2 1.24  Caja  Rose Gold","30.95114","https://articulo.mercadolibre.com.ar/MLA-1147564123-smartwatch-dt-no1-dt2-124-caja-rose-gold-_JM#position=25&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Smart Band Mujer Homb Noga Sw04","5.099","https://articulo.mercadolibre.com.ar/MLA-1129992181-smartwatch-reloj-inteligente-smart-band-mujer-homb-noga-sw04-_JM#position=26&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Haylou Rt Ls05s Reloj Inteligente Android Ios","18.398","https://articulo.mercadolibre.com.ar/MLA-930629011-smartwatch-haylou-rt-ls05s-reloj-inteligente-android-ios-_JM#position=27&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Dt3 Mini Asistente Vos Llamadas","24.6995","https://articulo.mercadolibre.com.ar/MLA-1140322838-smartwatch-reloj-inteligente-dt3-mini-asistente-vos-llamadas-_JM#position=28&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Colmi i20 1.32"" caja 50mm de  aleación de zinc  silver  malla  gris de  silicona","59.595","https://www.mercadolibre.com.ar/smartwatch-colmi-i20-132-caja-50mm-de-aleacion-de-zinc-silver-malla-gris-de-silicona/p/MLA19892556?pdp_filters=category:MLA352679#searchVariation=MLA19892556&position=1&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch D20/y68 Reloj Inteligente Deportes Fitness Cardio","5.249","https://articulo.mercadolibre.com.ar/MLA-1147375169-smartwatch-d20y68-reloj-inteligente-deportes-fitness-cardio-_JM#position=29&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Samsung Galaxy Watch4 (Bluetooth) 1.2"" caja 40mm de  aluminio  pink gold  malla  pink gold de  fluoroelastómero SM-R860","99.999","https://www.mercadolibre.com.ar/samsung-galaxy-watch4-bluetooth-12-caja-40mm-de-aluminio-pink-gold-malla-pink-gold-de-fluoroelastomero-sm-r860/p/MLA18362366?pdp_filters=category:MLA352679#searchVariation=MLA18362366&position=2&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Inteligente Smartwatch Deportivo Bluetooth Presion Nfc","18.14610","https://articulo.mercadolibre.com.ar/MLA-1316356540-reloj-inteligente-smartwatch-deportivo-bluetooth-presion-nfc-_JM#position=30&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Funda Con Vidrio Protector Compatible Con Apple Watch 2 En 1","3.499","https://articulo.mercadolibre.com.ar/MLA-1152356083-funda-con-vidrio-protector-compatible-con-apple-watch-2-en-1-_JM#position=31&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Kieslect Lady Watch L11 Reloj Inteligente","20.86716","https://articulo.mercadolibre.com.ar/MLA-1163239359-smartwatch-kieslect-lady-watch-l11-reloj-inteligente-_JM#position=32&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Samsung Galaxy Watch3 1.2"" caja 41mm de  acero inoxidable  mystic silver  malla  negra de  cuero y bisel  mystic silver SM-R850","125.679","https://www.mercadolibre.com.ar/samsung-galaxy-watch3-12-caja-41mm-de-acero-inoxidable-mystic-silver-malla-negra-de-cuero-y-bisel-mystic-silver-sm-r850/p/MLA16232385?pdp_filters=category:MLA352679#searchVariation=MLA16232385&position=3&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Smartwatch Xiaomi Redmi Smart Band 2 Gl","26.999","https://articulo.mercadolibre.com.ar/MLA-1342811011-reloj-smartwatch-xiaomi-redmi-smart-band-2-gl-_JM#position=33&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Cronos V8 Reloj Inteligente + Auriculares Xpods 3","25.199","https://articulo.mercadolibre.com.ar/MLA-1139107452-smartwatch-cronos-v8-reloj-inteligente-auriculares-xpods-3-_JM#position=34&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Haylou Ls04 / Rs3 Gps Oximetro","25.999","https://articulo.mercadolibre.com.ar/MLA-930636800-smartwatch-reloj-inteligente-haylou-ls04-rs3-gps-oximetro-_JM#position=35&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Combo Smartwatch + Auriculares Inalámbricos Noga Ng-sw04","9.180","https://articulo.mercadolibre.com.ar/MLA-1163263942-combo-smartwatch-auriculares-inalambricos-noga-ng-sw04-_JM#position=36&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Inteligente Smartwatch W28 Pro Watch 8 Newmod Serie8 C","22.5506","https://articulo.mercadolibre.com.ar/MLA-1366203769-reloj-inteligente-smartwatch-w28-pro-watch-8-newmod-serie8-c-_JM#position=37&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Inteligente Slim 200 Soul Mujer Hombre Running Digital","10.80010","https://www.mercadolibre.com.ar/reloj-inteligente-slim-200-soul-mujer-hombre-running-digital/p/MLA20009261?pdp_filters=category:MLA352679#searchVariation=MLA20009261&position=4&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Smartwatch Con Gps X29 Running Deportes Oxigeno ","26.500","https://articulo.mercadolibre.com.ar/MLA-1122042672-reloj-smartwatch-con-gps-x29-running-deportes-oxigeno-_JM#position=38&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Reloj Inteligente Smartwatch Deportivo Bluetooth Android Ios","3.49939","https://articulo.mercadolibre.com.ar/MLA-906849669-reloj-inteligente-smartwatch-deportivo-bluetooth-android-ios-_JM#position=39&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Reloj Inteligente Deportiv Mujer Hombre Noga Sw08","21.281","https://www.mercadolibre.com.ar/smartwatch-reloj-inteligente-deportiv-mujer-hombre-noga-sw08/p/MLA21788993?pdp_filters=category:MLA352679#searchVariation=MLA21788993&position=5&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Gr13 Pro 46mm Grow Home Reloj Inteligente Ip68 Silicona Negro","16.19910","https://www.mercadolibre.com.ar/smartwatch-gr13-pro-46mm-grow-home-reloj-inteligente-ip68-silicona-negro/p/MLA21049238?pdp_filters=category:MLA352679#searchVariation=MLA21049238&position=6&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch W26+ Plus Con Bluetooth Llamadas Msj Android Ios","14.499","https://articulo.mercadolibre.com.ar/MLA-1159024312-smartwatch-w26-plus-con-bluetooth-llamadas-msj-android-ios-_JM#position=40&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Apple Watch Ultra Gps+ 49mm Orange Loop","449.999","https://articulo.mercadolibre.com.ar/MLA-1419630850-smartwatch-apple-watch-ultra-gps-49mm-orange-loop-_JM#position=41&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Colmi V23 1.3"" caja de  aleación  negra  malla  negra de  silicona y bisel  negro","24.990","https://www.mercadolibre.com.ar/smartwatch-colmi-v23-13-caja-de-aleacion-negra-malla-negra-de-silicona-y-bisel-negro/p/MLA19132482?pdp_filters=category:MLA352679#searchVariation=MLA19132482&position=7&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch W27 Serie 7 1.75 Caja De Aleación De Zinc Rosa  Malla Rosa Android Ios Ip68","12.999","https://www.mercadolibre.com.ar/smartwatch-w27-serie-7-175-caja-de-aleacion-de-zinc-rosa-malla-rosa-android-ios-ip68/p/MLA21816288?pdp_filters=category:MLA352679#searchVariation=MLA21816288&position=8&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Apple Watch Series 7 (GPS  41mm) - Caja de aluminio color azul - Correa deportiva azul abismo","210.261","https://www.mercadolibre.com.ar/apple-watch-series-7-gps-41mm-caja-de-aluminio-color-azul-correa-deportiva-azul-abismo/p/MLA18577721?pdp_filters=category:MLA352679#searchVariation=MLA18577721&position=9&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Colmi V23 1.3"" caja de  aleación  plateada  malla  rosa de  silicona y bisel  rosa","18.0025","https://www.mercadolibre.com.ar/smartwatch-colmi-v23-13-caja-de-aleacion-plateada-malla-rosa-de-silicona-y-bisel-rosa/p/MLA19132484?pdp_filters=category:MLA352679#searchVariation=MLA19132484&position=10&search_layout=stack&type=product&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Dz09 Smart Watch Reloj Inteligente Con Ranura Para Sim","9.999","https://articulo.mercadolibre.com.ar/MLA-1398426646-dz09-smart-watch-reloj-inteligente-con-ranura-para-sim-_JM#position=42&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch L13 Reloj Inteligente Compatible Android Y Ios ","11.24910","https://articulo.mercadolibre.com.ar/MLA-1117452955-smartwatch-l13-reloj-inteligente-compatible-android-y-ios-_JM#position=43&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
"Smartwatch Dt100 Plus Doble Correa Rosa Android Ios","19.000","https://articulo.mercadolibre.com.ar/MLA-1120312110-smartwatch-dt100-plus-doble-correa-rosa-android-ios-_JM#position=44&search_layout=stack&type=item&tracking_id=6429c0ef-221b-4d76-b936-523e4564d6e6"
